학원명,도로명주소,위도,경도,정원합계,일시수용능력인원합계,인원,근처학원수,근처수강생총합,근처휴게음식점수,근처횡단보도수,사고건수
임박사의일본가자통역학원,서울특별시 광진구 구의강변로 83,37.5381481,127.0935026,278,139.0,139.0,160.0,9004.0,245.0,136.0,6.0
꿈꾸는화가미술교습소,서울특별시 광진구 자양로6길 40,37.53269239999999,127.0880208,35,8.0,8.0,28.0,1560.0,131.0,71.0,4.0
엘리트뮤지션피아노교습소,서울특별시 광진구 능동로32길 53,37.5543731,127.0815934,8,2.0,2.0,58.0,1950.0,59.0,52.0,43.0
꼭두일러스트학원,서울특별시 광진구 뚝섬로64길 50,37.5314369,127.0888456,300,50.0,50.0,19.0,698.0,111.0,61.0,4.0
아이러브음악교습소,서울특별시 광진구 천호대로136길 56,37.5474064,127.0896814,15,5.0,5.0,45.0,1919.0,42.0,60.0,12.0
제임스영어학원,서울특별시 광진구 아차산로 477,37.540732,127.094682,70,81.0,70.0,221.0,11611.0,188.0,105.0,4.0
준아카데미보습학원,서울특별시 광진구 아차산로 623,37.548496,127.106796,60,44.0,44.0,13.0,852.0,57.0,70.0,18.0
예아음악교습소,서울특별시 광진구 긴고랑로7길 70,37.5663567,127.080811,45,9.0,9.0,27.0,1092.0,80.0,97.0,32.0
홍선생피아노교습소,서울특별시 광진구 뚝섬로56길 59,37.5288562,127.0829213,25,5.0,5.0,44.0,1630.0,110.0,49.0,10.0
글렌피아노교습소,서울특별시 광진구 구의강변로3길 13,37.5357805,127.0911766,40,4.0,4.0,38.0,1734.0,186.0,120.0,10.0
옵트미어영수학원,서울특별시 광진구 뚝섬로41길 8,37.5339368,127.0751097,170,55.0,55.0,100.0,4014.0,72.0,56.0,11.0
하이클래스보습학원,서울특별시 광진구 뚝섬로 655,37.5315998,127.0823202,136,77.0,77.0,55.0,2363.0,77.0,61.0,10.0
해법영어최선엘리트학원,서울특별시 광진구 천호대로 136길 46,37.54776349999999,127.0900713,170,68.0,68.0,49.0,2082.0,35.0,59.0,12.0
에이스에듀케이션학원,서울특별시 광진구 아차산로 471,37.5404134,127.0939444,48,128.0,48.0,212.0,11728.0,196.0,131.0,6.0
숨피아노교습소,서울특별시 광진구 동일로26길 46,37.5447084,127.0683161,40,9.0,9.0,23.0,1758.0,132.0,53.0,17.0
한가람보습학원,서울특별시 광진구 영화사로 19,37.557691,127.0896293,96,50.0,50.0,42.0,1361.0,89.0,60.0,10.0
